"category","id","question","answer1","answer2","answer3","answer4","correct","explanation"
"航空保安施設","212","VOR信号の到達範囲に最も大きな影響を与える要因は何か？","気象条件","地形","航空機の高度","VOR局の出力","1","VOR信号の到達範囲に最も大きな影響を与える要因は地形です。これはVHF電波の特性に基づいており、航空法施行規則第97条に関連しています。山や建物などの障害物は、VOR信号を遮断または反射させ、その到達範囲や精度に大きな影響を与えます。"
"航空保安施設","213","DMEの距離情報の精度は通常どの程度か？","±0.1NM","±0.2NM","±0.5NM","±1.0NM","1","DMEの距離情報の精度は通常±0.2NMです。これは国際民間航空機関（ICAO）の基準に基づいており、日本では航空法施行規則第97条に関連しています。この精度は、DMEが提供する斜距離に対するものであり、実際の地上距離はこれより若干長くなります。"
"航空保安施設","214","ILSのローカライザーの周波数帯は？","VHF帯","UHF帯","LF帯","MF帯","1","ILSのローカライザーの周波数帯はUHF帯（Ultra High Frequency）です。具体的には108.10MHz〜111.95MHzの範囲を使用します。これは航空法施行規則第97条に規定されています。この周波数帯は、精密な方向情報を提供するのに適しています。"
"航空保安施設","215","VORのモールス信号が聞こえない場合、どのように対応すべきか？","そのまま使用を続ける","管制機関に通報する","別のVOR局に切り替える","VORの使用を中止し、他の航法手段に切り替える","3","VORのモールス信号が聞こえない場合、そのVORの使用を中止し、他の航法手段に切り替えるべきです。これは航空法施行規則第97条および航空路誌（AIP）に基づいています。モールス信号は局の識別と正常動作の確認に必要不可欠であり、聞こえない場合はVORの故障や不具合の可能性があります。"
"航空保安施設","216","TACANの主な利用者は？","民間航空機","軍用機","ヘリコプター","小型機","1","TACAN（Tactical Air Navigation）の主な利用者は軍用機です。これは航空法施行規則第97条に関連していますが、主に防衛省の規定に基づいています。TACANは軍事用に開発されたシステムで、VOR/DMEと同様の機能を持ちますが、より高精度な情報を提供します。"
"航空保安施設","217","VORの方位情報の精度は通常どの程度か？","±1度","±2度","±4度","±6度","1","VORの方位情報の精度は通常±2度です。これは国際民間航空機関（ICAO）の基準に基づいており、日本では航空法施行規則第97条に関連しています。ただし、この精度は理想的な条件下でのものであり、実際の運用では地形や機器の状態などによって変動する可能性があります。"
"航空保安施設","218","NDBの周波数帯は？","VHF帯","UHF帯","LF帯","MF帯","3","NDBの周波数帯はMF帯（Medium Frequency）です。具体的には190kHz〜1750kHzの範囲を使用します。これは航空法施行規則第97条に規定されています。この周波数帯は長距離伝播に適しており、地形の影響を受けにくいという特徴があります。"
"航空保安施設","219","VOR(VHF Omnidirectional Range)の主な機能は何か？","航空機の高度を測定する","航空機に方位情報を提供する","気象情報を送信する","滑走路の状態を通知する","1","VORの主な機能は、航空機に方位情報を提供することです。これにより、パイロットは自機の位置を特定し、目的地への経路を維持することができます。"
"航空保安施設","220","DME(Distance Measuring Equipment)が提供する主な情報は何か？","航空機の高度","航空機から施設までの斜距離","気圧","風向風速","1","DMEは航空機から施設までの斜距離を提供します。これにより、パイロットは自機の位置をより正確に把握することができます。"
"航空保安施設","221","ILS(Instrument Landing System)の構成要素として正しくないものはどれか？","ローカライザー","グライドスロープ","マーカービーコン","VOR","3","ILSの主な構成要素は、ローカライザー、グライドスロープ、マーカービーコンです。VORは通常ILSの一部ではありません。"

"航空保安施設","222","NDB(Non-Directional Beacon)の主な特徴は何か？","全方向に同じ強さの電波を発射する","特定の方向にのみ電波を発射する","高度情報を提供する","気象情報を送信する","0","NDBの主な特徴は、全方向に同じ強さの電波を発射することです。これにより、航空機はADFを使用してNDBの方向を特定できます。"

"航空保安施設","223","PAPI(Precision Approach Path Indicator)の主な目的は何か？","滑走路の長さを示す","進入経路の視覚的ガイダンスを提供する","滑走路の方向を示す","着陸許可を与える","1","PAPIの主な目的は、進入経路の視覚的ガイダンスを提供することです。これにより、パイロットは適切な降下角度を維持できます。"

"航空保安施設","224","VASIとPAPIの主な違いは何か？","色の組み合わせ","設置場所","提供する情報の種類","使用される電波の種類","0","VASIとPAPIの主な違いは色の組み合わせです。VASIは赤と白、PAPIは赤と白の4つのライトを使用します。両者とも視覚的な進入角指示を提供します。"

"航空保安施設","225","TACANはどのような航空機で主に使用されるか？","民間航空機","軍用航空機","グライダー","ヘリコプター","1","TACANは主に軍用航空機で使用されます。これは、方位と距離の情報を同時に提供する航法援助施設です。"

"航空保安施設","226","ADF(Automatic Direction Finder)が使用する地上の航空保安施設は何か？","VOR","DME","NDB","ILS","2","ADFが使用する地上の航空保安施設はNDB(Non-Directional Beacon)です。ADFはNDBからの電波の方向を示すことで航法を支援します。"

"航空保安施設","227","ILSのローカライザーが提供する主な情報は何か？","垂直方向のガイダンス","水平方向のガイダンス","距離情報","高度情報","1","ILSのローカライザーは水平方向のガイダンス（滑走路中心線からの左右偏位）を提供します。これにより、パイロットは滑走路に正確に進入することができます。"
"航空保安施設","228","DMEの距離表示は何を基準にしているか？","地上からの垂直距離","滑走路末端からの距離","航空機からDME局までの斜距離","海面からの高度","2","DMEの距離表示は、航空機からDME局までの斜距離を基準にしています。これは、水平距離と高度の差を考慮した直線距離です。"
"航空保安施設","229","VOR信号の到達範囲を制限する主な要因は何か？","大気中の水蒸気","地球の曲率","太陽活動","風速","1","VOR信号の到達範囲を制限する主な要因は地球の曲率です。VHF帯の電波は直進性が高いため、地平線を越えて遠くまで届きにくいという特性があります。"

"航空保安施設","230","ILSのグライドスロープが提供する主な情報は何か？","水平方向のガイダンス","垂直方向のガイダンス","距離情報","速度情報","1","ILSのグライドスロープは垂直方向のガイダンス（適切な降下角）を提供します。これにより、パイロットは適切な角度で滑走路に進入することができます。"

"航空保安施設","231","SSRのモードSがモードA/Cと比較して優れている点は何か？","より正確な高度情報を提供する","個別の航空機識別が可能","より長距離の通信が可能","気象情報も提供できる","1","SSR（二次監視レーダー）のモードSは、個別の航空機識別が可能という点でモードA/Cより優れています。これにより、より効率的な航空交通管制が可能になります。"
"航空保安施設","232","GBAS(Ground Based Augmentation System)の主な目的は何か？","より正確なGPS測位情報を提供する","気象情報を提供する","航空機間の通信を促進する","空港の混雑状況を通知する","0","GBASの主な目的は、より正確なGPS測位情報を提供することです。これにより、精密進入や着陸などの高精度な運航が可能になります。"

"航空保安施設","233","VORとVORTACの主な違いは何か？","VORTACはVORとTACANを組み合わせたもの","VORTACは軍用のみ","VORは距離情報も提供する","VORTACは高度情報も提供する","0","VORとVORTACの主な違いは、VORTACがVORとTACANを組み合わせたものである点です。これにより、民間機と軍用機の両方に対応できます。"

"航空保安施設","234","MLS(Microwave Landing System)がILSと比較して優れている点は何か？","より広い範囲のアプローチ角をサポート","気象条件の影響を受けにくい","より長距離での使用が可能","設置コストが安い","0","MLSがILSと比較して優れている点は、より広い範囲のアプローチ角をサポートすることです。これにより、より柔軟な進入経路が可能になります。"
"航空保安施設","235","WAASの主な目的は何か？","GPS信号の精度と完全性を向上させる","気象レーダーの性能を向上させる","航空機間の通信を改善する","空港の混雑を軽減する","0","WAAS(Wide Area Augmentation System)の主な目的は、GPS信号の精度と完全性を向上させることです。これにより、より信頼性の高い航法が可能になります。"
"航空保安施設","236","ILSのミドルマーカーの主な目的は何か？","決心高度を示す","外側マーカーの位置を示す","滑走路末端までの距離を示す","進入開始点を示す","0","ILSのミドルマーカーの主な目的は、通常、決心高度（Decision Height）またはその付近を示すことです。これにより、パイロットは進入の継続または復行の判断を行うことができます。"
"航空保安施設","237","TRACONが担当する主な空域はどれか？","空港周辺の端末管制空域","航空路","洋上空域","特別管制空域","0","TRACONが担当する主な空域は、空港周辺の端末管制空域です。これは、到着機と出発機の管制を行う重要な役割を果たします。"
"航空保安施設","238","FFARSライトの色の組み合わせとその意味で正しいものは？","赤/白：滑走路の中間点","緑/黄：誘導路と滑走路の交差点","赤/緑：滑走路末端","青/白：誘導路の中心線","1","FFARSライトの色の組み合わせで、緑/黄は誘導路と滑走路の交差点を示します。これは、パイロットに重要な視覚的警告を提供し、誤って滑走路に進入することを防ぎます。"
"緊急時の対応","301","遭難信号を発する国際的に認められた方法は？","メイデイ（MAYDAY）”,”パンパン（PAN PAN）","セキュリティ（SECURITY）","インフォ（INFO）","","0","遭難信号を発する国際的に認められた方法は「メイデイ（MAYDAY）」です。これは即時の援助が必要な緊急事態を示します。"
"緊急時の対応","302","緊急事態だが即時の援助は必要ない場合に使用する信号は？","メイデイ（MAYDAY）","パンパン（PAN PAN）","セキュリティ（SECURITY）","インフォ（INFO）","1","緊急事態だが即時の援助は必要ない場合に使用する信号は「パンパン（PAN PAN）」です。これは緊急ではあるが即時の危険はない状況を示します。"
"緊急時の対応","303","ELT(Emergency Locator Transmitter)が自動的に作動する主な状況は？","着陸時","離陸時","衝撃を受けたとき","巡航中","2","ELTは主に衝撃を受けたとき（例：墜落時）に自動的に作動します。これにより、航空機の位置を救難隊に知らせることができます。"
"緊急時の対応","304","航空機が遭難信号を発信した後、救難活動が開始されるまでにパイロットがとるべき最善の行動は？","直ちに着陸を試みる","可能な限り現在の位置を維持する","最寄りの空港に向かう","燃料を節約するためエンジンを停止する","1","遭難信号発信後、救難活動が開始されるまでパイロットは可能な限り現在の位置を維持するべきです。これにより、救難隊が航空機を迅速に発見できる可能性が高まります。"
"緊急時の対応","305","航空機内で火災が発生した場合の一般的な対応手順として正しくないものは？","可能な限り早く着陸する","火元を特定し消火を試みる","機内の酸素を遮断する","窓を開けて排煙する","3","航空機内での火災時に窓を開けることは適切ではありません。正しい対応は、火元の特定と消火、可能な限り早い着陸、必要に応じて機内の酸素供給の遮断などです。"
"緊急時の対応","306","航空機が海上に不時着水した後、生存者がとるべき最初の行動は？","救命胴衣を膨らませる","非常用の食料を探す","ELTのスイッチを入れる","航空機から離れる","0","海上不時着水後、生存者が最初にとるべき行動は救命胴衣を膨らませることです。これにより、水面に浮かぶことができ、他の生存行動の基盤となります。"
"緊急時の対応","307","航空機内で急減圧が起きた場合、パイロットがとるべき最初の行動は？","マスクを着用し酸素を吸入する","直ちに降下を開始する","管制官に通報する","エンジンを停止する","0","急減圧時、パイロットが最初にとるべき行動は酸素マスクを着用し酸素を吸入することです。その後、迅速な降下を開始し、管制官に通報します。"
"緊急時の対応","308","航空機が山岳地帯に不時着した場合、生存者がとるべき行動として適切でないものは？","目立つ場所に留まる","救難信号を出す","近くの町へ向かって移動を開始する","ELTを作動させる","2","山岳地帯への不時着後、近くの町へ向かって移動を開始することは適切ではありません。一般的に、目立つ場所に留まり、救難信号を出し、ELTを作動させることが推奨されます。"
"緊急時の対応","309","航空機内で乗客が急病になった場合、機長がとるべき適切な行動は？","直ちに目的地に向かう","最寄りの適切な空港に着陸する","高度を上げて酸素濃度を高める","機内の医療従事者に全て任せる","1","乗客の急病時、機長は状況を評価し、必要であれば最寄りの適切な空港に着陸することが適切です。これにより、迅速な医療処置が可能となります。"
"緊急時の対応","310","航空機が着陸復行を行う主な理由として適切でないものは？","滑走路上に障害物がある","気象条件が悪化している","管制官から指示があった","燃料が十分にある","3","着陸復行の主な理由として、燃料が十分にあることは適切ではありません。滑走路上の障害物、悪天候、管制官の指示などが一般的な理由です。"
"緊急時の対応","311","航空機内での消火器の使用方法として正しくないものは？","風上から火元に向かって噴射する","火元に向かって根元から掃くように噴射する","一度に全量を噴射する","消火後も再発に備えて警戒する","2","消火器の使用方法として、一度に全量を噴射することは適切ではありません。風上から火元に向かって、根元から掃くように噴射し、消火後も再発に備えて警戒することが正しい使用方法です。"
"緊急時の対応","312","航空機が離陸直後にエンジン故障を起こした場合、パイロットがとるべき適切な行動は？","直ちに引き返して着陸を試みる","最寄りの適切な場所に不時着を試みる","高度を上げて対応時間を確保する","パラシュートで脱出する","1","離陸直後のエンジン故障時、通常は最寄りの適切な場所に不時着を試みることが推奨されます。高度や速度が十分でない場合、引き返しは危険な場合があります。"
"緊急時の対応","313","航空機内で油圧系統の故障が疑われる場合、パイロットがとるべき適切な行動は？","直ちに着陸する","飛行を継続し目的地まで到達する","高度を上げて対応時間を確保する","エンジンを停止する","0","油圧系統の故障が疑われる場合、システムの重要性を考慮して直ちに着陸することが適切です。飛行の継続は更なる問題を引き起こす可能性があります。"
"緊急時の対応","314","航空機が雷雲に遭遇した場合、パイロットがとるべき適切な行動は？","雷雲の中心を通過する","雷雲を迂回する","高度を上げて雷雲の上を通過する","降下して雷雲の下を通過する","1","雷雲に遭遇した場合、最も安全な行動は雷雲を迂回することです。雷雲の中心や、上下の通過は危険を伴う可能性があります。"
"緊急時の対応","315","航空機内で酸素系統の故障が疑われる場合、パイロットがとるべき最初の行動は？","直ちに降下を開始する","予備の酸素システムに切り替える","マスクを着用し酸素を確認する","管制官に通報する","2","酸素系統の故障が疑われる場合、パイロットが最初にとるべき行動はマスクを着用し酸素の流れを確認することです。その後、必要に応じて降下を開始し、管制官に通報します。"
"緊急時の対応","316","航空機が鳥と衝突した場合、パイロットがとるべき適切な行動は？","直ちに着陸する","飛行を継続し目的地まで到達する","エンジンの状態を確認し、必要に応じて着陸する","高度を上げて再衝突を避ける","2","鳥との衝突後、パイロットはまずエンジンの状態を確認し、損傷の程度に応じて着陸するかどうかを判断することが適切です。"
"緊急時の対応","317","航空機内で与圧系統の故障が発生した場合、パイロットがとるべき適切な行動は？","直ちに上昇して気圧を調整する","飛行を継続し目的地まで到達する","酸素マスクを使用し、安全高度まで降下する","エンジンを停止して滑空する","2","与圧系統の故障時、パイロットは酸素マスクを使用し、安全な高度（通常10,000ft以下）まで降下することが適切です。"
"緊急時の対応","318","航空機が着陸時にタイヤがパンクした場合、パイロットがとるべき適切な行動は？","ブレーキを強く踏む","反対側のブレーキを使用する","できるだけ速度を落として滑走路の中心を維持する","エンジンを最大出力にする","2","着陸時にタイヤがパンクした場合、パイロットはできるだけ速度を落とし、滑走路の中心を維持することが適切です。急ブレーキや不均等なブレーキ使用は危険を増大させる可能性があります。"
"緊急時の対応","319","航空機が着氷状態に遭遇した場合、パイロットがとるべき適切な行動は？","直ちに降下して暖かい空域に入る","除氷システムを作動させ、必要に応じて高度や針路を変更する","速度を上げて氷を吹き飛ばす","エンジン出力を下げて燃料を節約する","1","着氷状態に遭遇した場合、パイロットは除氷システムを作動させ、必要に応じて高度や針路を変更して着氷条件から脱出することが適切です。"
"緊急時の対応","320","航空機内で機内火災が発生し、着陸までまだ時間がある場合、乗員がとるべき適切な行動は？","窓を開けて排煙する","できるだけ多くの水をかける","可能な限り火元を特定し、適切な消火器で消火を試みる","全ての電源を遮断する","2","機内火災が発生し、すぐに着陸できない場合、乗員は可能な限り火元を特定し、適切な消火器で消火を試みることが適切です。また、煙の軽減や拡大防止の措置も講じる必要があります。"
"人的要因","401","パイロットの疲労が航空安全に与える主な影響は何か？","反応時間の短縮","判断力の向上","状況認識能力の低下","燃料消費量の増加","2","パイロットの疲労は状況認識能力の低下、判断力の低下、反応時間の遅延などを引き起こし、航空安全に悪影響を与えます。"
"人的要因","402","飛行中のパイロットに影響を与える錯覚の一つ、傾斜錯覚（リーニング・イリュージョン）はどのような状況で発生しやすいか？","直線飛行時","上昇飛行時","旋回飛行時","降下飛行時","2","傾斜錯覚（リーニング・イリュージョン）は主に旋回飛行時に発生しやすく、パイロットが実際の傾斜角度を誤って認識する可能性があります。"
"人的要因","403","ヒューマンエラーを防ぐための効果的な方法の一つは何か？","個人の責任を重視する","チェックリストの使用を徹底する","作業速度を上げる","直感的な判断を優先する","1","チェックリストの使用を徹底することは、ヒューマンエラーを防ぐ効果的な方法の一つです。これにより、重要な手順の見落としを防ぎ、安全性を向上させることができます。"
"人的要因","404","航空機CRMのフライトデッキで重要視される要素として適切でないものはどれか？","コミュニケーション","リーダーシップ","個人の能力の最大化","状況認識","2","遭難信CRM(Crew Resource Management)のフライトデッキでは、個人の能力の最大化よりも、チームワークと協調性が重視されます。コミュニケーション、リーダーシップ、状況認識は全て重要な要素です。"
"人的要因","405","飛行中のストレスがパイロットに与える影響として正しくないものは？","集中力の低下","判断力の低下","反応時間の短縮","記憶力の低下","2","航空機内で飛行中のストレスは一般的に反応時間を遅延させます。集中力の低下、判断力の低下、記憶力の低下はストレスによる典型的な影響です。"
"人的要因","406","航空機が海上にパイロットが高高度飛行時に注意すべき生理的な問題は何か？","低酸素症","脱水症状","過度の発汗","低体温","0","高高度飛行時、パイロットは低酸素症に注意する必要があります。気圧の低下に伴い、体内に取り込まれる酸素量が減少するためです。"
"人的要因","407","パイロットの意思決定プロセスにおいて、「確証バイアス」とは何か？","自分の予想や期待に合う情報のみを重視する傾向","常に最悪の事態を想定する傾向","決断を先延ばしにする傾向","他人の意見を過度に重視する傾向","0","確証バイアスとは、自分の予想や期待に合う情報のみを重視し、それに反する情報を無視または軽視する傾向を指します。これは適切な意思決定を妨げる可能性があります。"
"人的要因","408","パイロットの空間識失調を防ぐための最も効果的な方法は何か？","計器に頼らず感覚を信じる","常に視覚的な外部参照を維持する","頻繁に姿勢を変える","計器飛行に徹する","3","空間識失調を防ぐ最も効果的な方法は、計器飛行に徹することです。特に悪天候や夜間飛行時には、自身の感覚よりも計器の指示を信頼することが重要です。"
"人的要因","409","パイロットの注意力配分において、「トンネルビジョン」とは何を指すか？","特定の対象にのみ注意が集中し、他の重要な情報を見落とす状態","遠くの物体にのみ焦点を合わせる状態","近くの物体にのみ焦点を合わせる状態","左右の視界が狭くなる状態","0","トンネルビジョンとは、特定の対象にのみ注意が集中し、他の重要な情報を見落とす状態を指します。これは状況認識の低下につながる危険な状態です。"
"人的要因","410","パイロットの意思決定に影響を与える「同調圧力」とは何か？","管制官の指示に従う圧力","気象条件に適応する圧力","グループの意見や行動に合わせようとする圧力","時間制約による圧力","2","同調圧力とは、グループの意見や行動に合わせようとする圧力を指します。これは個人の適切な判断を妨げ、安全性を損なう可能性があります。"
"人的要因","411","航空機内での消火器の使用方法として正しくないものは？","風上から火元に向かって噴射する","火元に向かって根元から掃くように噴射する","一度に全量を噴射する","消火後も再発に備えて警戒する","2","消火器の使用方法として、一度に全量を噴射することは適切ではありません。風上から火元に向かって、根元から掃くように噴射し、消火後も再発に備えて警戒することが正しい使用方法です。"
"人的要因","412","航空機が離陸直後にエンジン故障を起こした場合、パイロットがとるべき適切な行動は？","直ちに引き返して着陸を試みる","最寄りの適切な場所に不時着を試みる","高度を上げて対応時間を確保する","パラシュートで脱出する","1","離陸直後のエンジン故障時、通常は最寄りの適切な場所に不時着を試みることが推奨されます。高度や速度が十分でない場合、引き返しは危険な場合があります。"
"人的要因","413","航空機内で油圧系統の故障が疑われる場合、パイロットがとるべき適切な行動は？","直ちに着陸する","飛行を継続し目的地まで到達する","高度を上げて対応時間を確保する","エンジンを停止する","0","油圧系統の故障が疑われる場合、システムの重要性を考慮して直ちに着陸することが適切です。飛行の継続は更なる問題を引き起こす可能性があります。"
"人的要因","414","航空機が雷雲に遭遇した場合、パイロットがとるべき適切な行動は？","雷雲の中心を通過する","雷雲を迂回する","高度を上げて雷雲の上を通過する","降下して雷雲の下を通過する","1","雷雲に遭遇した場合、最も安全な行動は雷雲を迂回することです。雷雲の中心や、上下の通過は危険を伴う可能性があります。"
"人的要因","415","航空機内で酸素系統の故障が疑われる場合、パイロットがとるべき最初の行動は？","直ちに降下を開始する","予備の酸素システムに切り替える","マスクを着用し酸素を確認する","管制官に通報する","2","酸素系統の故障が疑われる場合、パイロットが最初にとるべき行動はマスクを着用し酸素の流れを確認することです。その後、必要に応じて降下を開始し、管制官に通報します。"
"人的要因","416","航空機が鳥と衝突した場合、パイロットがとるべき適切な行動は？","直ちに着陸する","飛行を継続し目的地まで到達する","エンジンの状態を確認し、必要に応じて着陸する","高度を上げて再衝突を避ける","2","鳥との衝突後、パイロットはまずエンジンの状態を確認し、損傷の程度に応じて着陸するかどうかを判断することが適切です。"
"人的要因","417","航空機内で与圧系統の故障が発生した場合、パイロットがとるべき適切な行動は？","直ちに上昇して気圧を調整する","飛行を継続し目的地まで到達する","酸素マスクを使用し、安全高度まで降下する","エンジンを停止して滑空する","2","与圧系統の故障時、パイロットは酸素マスクを使用し、安全な高度（通常10,000ft以下）まで降下することが適切です。"
"人的要因","418","航空機が着陸時にタイヤがパンクした場合、パイロットがとるべき適切な行動は？","ブレーキを強く踏む","反対側のブレーキを使用する","できるだけ速度を落として滑走路の中心を維持する","エンジンを最大出力にする","2","着陸時にタイヤがパンクした場合、パイロットはできるだけ速度を落とし、滑走路の中心を維持することが適切です。急ブレーキや不均等なブレーキ使用は危険を増大させる可能性があります。"
"人的要因","419","航空機が着氷状態に遭遇した場合、パイロットがとるべき適切な行動は？","直ちに降下して暖かい空域に入る","除氷システムを作動させ、必要に応じて高度や針路を変更する","速度を上げて氷を吹き飛ばす","エンジン出力を下げて燃料を節約する","1","着氷状態に遭遇した場合、パイロットは除氷システムを作動させ、必要に応じて高度や針路を変更して着氷条件から脱出することが適切です。"
"人的要因","420","航空機内で機内火災が発生し、着陸までまだ時間がある場合、乗員がとるべき適切な行動は？","窓を開けて排煙する","できるだけ多くの水をかける","可能な限り火元を特定し、適切な消火器で消火を試みる","全ての電源を遮断する","2","機内火災が発生し、すぐに着陸できない場合、乗員は可能な限り火元を特定し、適切な消火器で消火を試みることが適切です。また、煙の軽減や拡大防止の措置も講じる必要があります。"
